customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6575-SUVOI,Female,1,True,False,25,True,True,DSL,True,False,False,True,True,False,Month-to-month,True,Credit card (automatic),69.5,1752.650024414062,0.0
7495-OOKFY,Female,1,True,False,8,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Credit card (automatic),80.6500015258789,633.2999877929688,1.0
4667-QONEA,Female,1,True,True,60,True,False,DSL,True,True,True,True,False,True,One year,True,Credit card (automatic),74.8499984741211,4456.35009765625,0.0
1658-BYGOY,Male,1,False,False,18,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,95.44999694824219,1752.550048828125,1.0
8769-KKTPH,Female,0,True,True,63,True,True,Fiber optic,True,False,False,False,True,True,One year,True,Credit card (automatic),99.6500015258789,6311.2001953125,0.0
5067-XJQFU,Male,1,True,True,66,True,True,Fiber optic,False,True,True,True,True,True,One year,True,Electronic check,108.4499969482422,7076.35009765625,0.0
3957-SQXML,Female,0,True,True,34,True,True,No,,,,,,,Two year,False,Credit card (automatic),24.95000076293945,894.2999877929688,0.0
5954-BDFSG,Female,0,False,False,72,True,True,Fiber optic,False,False,True,True,True,True,Two year,True,Credit card (automatic),107.5,7853.7001953125,0.0
0434-CSFON,Female,0,True,False,47,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,100.5,4707.10009765625,0.0
1215-FIGMP,Male,0,False,False,60,True,True,Fiber optic,False,True,False,False,True,False,Month-to-month,True,Bank transfer (automatic),89.9000015258789,5450.7001953125,0.0
0526-SXDJP,Male,0,True,False,72,False,,DSL,True,True,True,False,False,False,Two year,False,Bank transfer (automatic),42.09999847412109,2962,0.0
0557-ASKVU,Female,0,True,True,18,True,False,DSL,False,False,True,True,False,False,One year,True,Credit card (automatic),54.40000152587891,957.0999755859375,0.0
5698-BQJOH,Female,0,False,False,9,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,False,Electronic check,94.4000015258789,857.25,1.0
5122-CYFXA,Female,0,False,False,3,True,False,DSL,False,True,False,True,True,True,Month-to-month,True,Electronic check,75.30000305175781,244.1000061035156,0.0
8627-ZYGSZ,Male,0,True,False,47,True,True,Fiber optic,False,True,False,False,False,False,One year,True,Electronic check,78.9000015258789,3650.35009765625,0.0
3410-YOQBQ,Female,0,False,False,31,True,False,DSL,False,True,True,True,True,True,Two year,False,Mailed check,79.19999694824219,2497.199951171875,0.0
3170-NMYVV,Female,0,True,True,50,True,False,No,,,,,,,Two year,False,Bank transfer (automatic),20.14999961853027,930.9000244140625,0.0
7410-OIEDU,Male,0,False,False,10,True,False,Fiber optic,True,False,True,False,False,False,Month-to-month,True,Mailed check,79.8499984741211,887.3499755859375,0.0
2273-QCKXA,Male,0,False,False,1,True,False,DSL,False,False,False,True,False,False,Month-to-month,False,Mailed check,49.04999923706055,49.04999923706055,0.0
0731-EBJQB,Female,0,True,True,52,True,False,No,,,,,,,One year,True,Electronic check,20.39999961853027,1090.650024414062,0.0
1891-QRQSA,Male,1,True,True,64,True,True,Fiber optic,True,False,True,True,True,True,Two year,True,Bank transfer (automatic),111.5999984741211,7099,0.0
8028-PNXHQ,Male,0,True,True,62,True,True,No,,,,,,,Two year,True,Bank transfer (automatic),24.25,1424.599975585938,0.0
5630-AHZIL,Female,0,False,True,3,True,False,DSL,True,False,False,True,False,True,Month-to-month,True,Bank transfer (automatic),64.5,177.3999938964844,0.0
2673-CXQEU,Female,1,False,False,56,True,True,Fiber optic,True,True,True,False,True,True,One year,False,Electronic check,110.5,6139.5,0.0
6416-JNVRK,Female,0,False,False,46,True,False,DSL,False,False,False,False,False,True,One year,False,Credit card (automatic),55.65000152587891,2688.85009765625,0.0
5590-ZSKRV,Female,0,True,True,8,True,False,DSL,True,True,False,False,False,False,Month-to-month,False,Mailed check,54.65000152587891,482.25,0.0
0191-ZHSKZ,Male,1,False,False,30,True,False,DSL,True,True,False,False,True,True,Month-to-month,True,Electronic check,74.75,2111.300048828125,0.0
3887-PBQAO,Female,0,True,True,45,True,True,No,,,,,,,One year,True,Credit card (automatic),25.89999961853027,1216.599975585938,0.0
5919-TMRGD,Female,0,False,True,1,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,79.3499984741211,79.3499984741211,1.0
8108-UXRQN,Female,0,True,True,11,False,,DSL,True,False,False,False,True,True,Month-to-month,False,Electronic check,50.54999923706055,565.3499755859375,0.0
9191-MYQKX,Female,0,True,False,7,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Bank transfer (automatic),75.1500015258789,496.8999938964844,1.0
9919-YLNNG,Female,0,False,False,42,True,False,Fiber optic,False,True,True,True,True,True,Month-to-month,True,Bank transfer (automatic),103.8000030517578,4327.5,0.0
0318-ZOPWS,Female,0,True,False,49,True,False,No,,,,,,,Two year,True,Bank transfer (automatic),20.14999961853027,973.3499755859375,0.0
4445-ZJNMU,Male,0,False,False,9,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Credit card (automatic),99.30000305175781,918.75,0.0
4808-YNLEU,Female,0,True,False,35,True,False,DSL,True,False,False,False,True,False,One year,True,Bank transfer (automatic),62.15000152587891,2215.449951171875,0.0
1862-QRWPE,Female,0,True,True,48,True,False,No,,,,,,,Two year,False,Bank transfer (automatic),20.64999961853027,1057,0.0
2796-NNUFI,Female,0,True,True,46,True,False,No,,,,,,,Two year,True,Mailed check,19.95000076293945,927.0999755859375,0.0
3016-KSVCP,Male,0,True,False,29,False,,DSL,False,False,False,False,True,False,Month-to-month,False,Mailed check,33.75,1009.25,0.0
4767-HZZHQ,Male,0,True,True,30,True,False,Fiber optic,False,True,True,False,False,False,Month-to-month,False,Bank transfer (automatic),82.05000305175781,2570.199951171875,0.0
2424-WVHPL,Male,1,False,False,1,True,False,Fiber optic,False,False,False,True,False,False,Month-to-month,False,Electronic check,74.69999694824219,74.69999694824219,0.0
7233-PAHHL,Male,0,True,True,66,True,True,DSL,True,False,True,True,True,True,Two year,True,Mailed check,84.0,5714.25,0.0
6067-NGCEU,Female,0,False,False,65,True,True,Fiber optic,True,True,True,False,True,True,Month-to-month,True,Credit card (automatic),111.0500030517578,7107,0.0
9848-JQJTX,Male,0,False,False,72,True,True,Fiber optic,False,True,True,False,True,True,Two year,True,Bank transfer (automatic),100.9000015258789,7459.0498046875,0.0
8637-XJIVR,Female,0,False,False,12,True,True,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Electronic check,78.94999694824219,927.3499755859375,1.0
9803-FTJCG,Male,0,True,True,71,True,True,DSL,True,True,False,True,False,False,One year,True,Credit card (automatic),66.8499984741211,4748.7001953125,0.0
0278-YXOOG,Male,0,False,False,5,True,False,No,,,,,,,Month-to-month,False,Mailed check,21.04999923706055,113.8499984741211,1.0
3212-KXOCR,Male,0,False,False,52,True,False,No,,,,,,,Two year,False,Bank transfer (automatic),21.0,1107.199951171875,0.0
4598-XLKNJ,Female,1,True,False,25,True,False,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Electronic check,98.5,2514.5,1.0
6380-ARCEH,Male,0,False,False,1,True,False,No,,,,,,,Month-to-month,False,Mailed check,20.20000076293945,20.20000076293945,0.0
3679-XASPY,Female,0,True,True,1,True,False,No,,,,,,,Month-to-month,False,Electronic check,19.45000076293945,19.45000076293945,0.0
7123-WQUHX,Male,0,False,False,38,True,True,Fiber optic,False,False,True,True,True,False,One year,False,Bank transfer (automatic),95.0,3605.60009765625,0.0
5386-THSLQ,Female,1,True,False,66,False,,DSL,False,True,True,False,True,False,One year,False,Bank transfer (automatic),45.54999923706055,3027.25,0.0
3192-NQECA,Male,0,True,False,68,True,True,Fiber optic,False,True,True,True,True,True,Two year,True,Bank transfer (automatic),110.0,7611.85009765625,1.0
6180-YBIQI,Male,0,False,False,5,False,,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,24.29999923706055,100.1999969482422,0.0
6728-DKUCO,Female,0,True,True,72,True,True,Fiber optic,True,True,False,False,True,True,One year,True,Electronic check,104.1500015258789,7303.0498046875,0.0
9750-BOOHV,Female,0,False,False,32,False,,DSL,True,False,False,False,False,False,One year,False,Mailed check,30.14999961853027,927.6500244140625,0.0
8597-CWYHH,Male,0,False,False,43,True,True,Fiber optic,False,False,False,False,True,True,One year,False,Mailed check,94.3499984741211,3921.300048828125,0.0
2848-YXSMW,Male,0,True,True,72,True,False,No,,,,,,,Two year,False,Credit card (automatic),19.39999961853027,1363.25,0.0
0486-HECZI,Male,0,True,False,55,True,True,Fiber optic,True,True,False,False,True,False,Month-to-month,True,Electronic check,96.75,5238.89990234375,1.0
4549-ZDQYY,Female,0,False,False,52,True,False,DSL,True,False,True,True,False,False,One year,False,Credit card (automatic),57.95000076293945,3042.25,0.0
5712-AHQNN,Female,0,False,False,43,True,False,Fiber optic,False,True,True,False,True,False,Month-to-month,True,Electronic check,91.6500015258789,3954.10009765625,0.0
4846-WHAFZ,Female,1,True,False,37,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,76.5,2868.14990234375,1.0
5256-SKJGO,Female,0,True,True,64,False,,DSL,False,True,False,True,True,True,Two year,True,Electronic check,54.59999847412109,3423.5,0.0
3071-VBYPO,Male,0,True,True,3,True,False,Fiber optic,True,True,False,False,True,False,Month-to-month,False,Electronic check,89.8499984741211,248.3999938964844,0.0
9560-BBZXK,Female,0,False,False,36,False,,DSL,True,False,False,False,False,False,Two year,False,Bank transfer (automatic),31.04999923706055,1126.349975585938,0.0
5299-RULOA,Female,0,True,True,10,True,True,Fiber optic,True,False,False,False,True,True,Month-to-month,True,Electronic check,100.25,1064.650024414062,1.0
8402-OOOHJ,Female,0,False,False,41,True,False,No,,,,,,,Two year,False,Mailed check,20.64999961853027,835.1500244140625,0.0
9445-ZUEQE,Male,0,True,True,27,True,True,Fiber optic,False,True,False,True,False,False,Month-to-month,True,Credit card (automatic),85.19999694824219,2151.60009765625,0.0
1091-SOZGA,Female,0,True,True,56,True,True,Fiber optic,False,False,True,False,True,True,One year,True,Credit card (automatic),99.80000305175781,5515.4501953125,0.0
2928-HLDBA,Female,0,False,False,6,True,False,No,,,,,,,Month-to-month,False,Mailed check,20.70000076293945,112.75,0.0
0404-SWRVG,Male,0,False,False,3,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,74.4000015258789,229.5500030517578,1.0
6497-TILVL,Female,0,True,True,7,True,False,DSL,True,False,False,False,False,False,Month-to-month,False,Mailed check,50.70000076293945,350.3500061035156,0.0
7219-TLZHO,Female,0,True,True,4,True,False,No,,,,,,,Month-to-month,False,Mailed check,20.85000038146973,62.90000152587891,0.0
4622-YNKIJ,Male,0,False,False,33,True,False,Fiber optic,True,False,False,True,True,False,Two year,True,Electronic check,88.94999694824219,3027.64990234375,0.0
4412-YLTKF,Female,1,False,False,27,True,True,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Electronic check,78.05000305175781,2135.5,1.0
6734-PSBAW,Male,0,True,False,72,True,True,No,,,,,,,Two year,True,Bank transfer (automatic),23.54999923706055,1723.949951171875,0.0
3930-ZGWVE,Male,0,False,False,1,True,False,No,,,,,,,Month-to-month,False,Mailed check,19.75,19.75,0.0
2639-UGMAZ,Male,1,False,False,71,False,,DSL,True,True,False,False,True,True,One year,True,Electronic check,56.45000076293945,3985.35009765625,0.0
2876-GZYZC,Female,0,False,False,13,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,85.94999694824219,1215.650024414062,0.0
6207-WIOLX,Female,0,True,True,25,False,,DSL,True,True,True,False,True,True,Month-to-month,True,Credit card (automatic),58.59999847412109,1502.650024414062,1.0
8587-XYZSF,Male,0,False,False,67,True,False,DSL,False,False,False,True,False,False,Two year,False,Bank transfer (automatic),50.54999923706055,3260.10009765625,0.0
3091-FYHKI,Male,0,False,False,1,False,,DSL,False,False,False,False,False,True,Month-to-month,True,Electronic check,35.45000076293945,35.45000076293945,1.0
2372-HWUHI,Male,0,False,False,2,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,44.34999847412109,81.25,1.0
7799-LGRDP,Female,0,False,False,43,True,True,No,,,,,,,Two year,True,Credit card (automatic),25.70000076293945,1188.199951171875,0.0
7850-VWJUU,Female,0,False,False,23,True,False,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),75.0,1778.5,0.0
3774-VBNXY,Female,0,True,True,64,True,False,No,,,,,,,Two year,False,Mailed check,20.20000076293945,1277.75,0.0
6217-KDYWC,Male,0,False,True,57,True,False,No,,,,,,,Two year,True,Mailed check,19.60000038146973,1170.550048828125,0.0
0390-DCFDQ,Female,1,True,False,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Mailed check,70.44999694824219,70.44999694824219,1.0
3146-MSEGF,Female,1,True,True,72,True,True,DSL,True,True,True,True,True,True,Two year,True,Credit card (automatic),88.05000305175781,6425.64990234375,0.0
4080-OGPJL,Female,0,False,False,8,True,True,DSL,True,False,False,True,False,True,Month-to-month,False,Electronic check,71.1500015258789,563.6500244140625,1.0
1095-WGNGG,Female,0,True,False,61,True,True,Fiber optic,False,True,False,False,True,True,Two year,True,Bank transfer (automatic),101.0500030517578,5971.25,0.0
2636-SJDOU,Male,0,False,False,64,True,True,Fiber optic,True,True,False,False,False,False,One year,True,Credit card (automatic),84.30000305175781,5289.0498046875,0.0
1131-QQZEB,Male,1,True,False,71,True,True,No,,,,,,,Two year,False,Bank transfer (automatic),23.95000076293945,1756.199951171875,0.0
5716-EZXZN,Female,0,True,True,65,True,True,Fiber optic,True,True,False,True,True,False,Two year,True,Credit card (automatic),99.05000305175781,6416.7001953125,0.0
6837-BJYDQ,Male,0,False,False,3,True,False,No,,,,,,,One year,False,Mailed check,19.60000038146973,61.34999847412109,0.0
2135-RXIHG,Male,0,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,45.65000152587891,45.65000152587891,1.0
6440-DKQGE,Male,0,False,True,30,True,False,DSL,False,True,True,False,True,False,One year,False,Credit card (automatic),64.5,1929.949951171875,0.0
3466-BYAVD,Male,0,True,True,15,True,False,DSL,False,True,True,True,False,True,Month-to-month,True,Mailed check,69.5,1071.400024414062,0.0
3780-YVMFA,Female,0,True,True,8,True,False,DSL,False,False,False,True,True,True,Month-to-month,True,Electronic check,68.55000305175781,564.3499755859375,0.0
3874-EQOEP,Male,0,False,False,7,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,False,Mailed check,95.0,655.5,1.0
1679-JRFBR,Female,0,True,True,70,True,True,Fiber optic,True,True,True,False,True,True,One year,True,Credit card (automatic),108.1500015258789,7930.5498046875,0.0
9073-ZZIAY,Male,0,True,True,62,True,False,DSL,True,True,True,True,True,True,Two year,False,Electronic check,86.0999984741211,5215.25,0.0
3077-RSNTJ,Female,0,True,True,6,True,False,No,,,,,,,Month-to-month,False,Mailed check,19.70000076293945,113.5,0.0
6551-GNYDG,Female,0,True,True,14,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Bank transfer (automatic),80.9000015258789,1152.800048828125,0.0
9167-APMXZ,Female,0,False,False,22,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Bank transfer (automatic),84.1500015258789,1821.949951171875,0.0
2749-CTKAJ,Male,0,True,True,22,True,False,No,,,,,,,One year,False,Mailed check,20.14999961853027,419.8999938964844,0.0
6371-NZYEG,Male,0,True,True,16,True,False,DSL,True,False,True,False,True,False,Two year,False,Mailed check,64.25,1024,0.0
7554-NEWDD,Male,0,False,False,10,True,True,No,,,,,,,Two year,False,Bank transfer (automatic),25.70000076293945,251.6000061035156,0.0
8992-VONJD,Female,0,False,True,13,True,False,DSL,True,True,False,False,False,False,Month-to-month,True,Electronic check,56.0,764.5499877929688,0.0
0867-MKZVY,Female,0,True,False,20,True,True,Fiber optic,True,False,False,False,False,False,Month-to-month,False,Electronic check,82.4000015258789,1592.349975585938,1.0
4482-EWFMI,Female,0,False,False,2,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,69.69999694824219,135.1999969482422,0.0
4648-YPBTM,Male,0,False,False,53,True,True,DSL,False,True,True,True,False,True,Two year,True,Bank transfer (automatic),73.9000015258789,3958.25,0.0
2907-ILJBN,Female,0,True,True,11,True,False,No,,,,,,,One year,False,Mailed check,20.60000038146973,233.8999938964844,0.0
6345-FZOQH,Male,0,True,False,69,True,False,No,,,,,,,Two year,False,Mailed check,19.89999961853027,1363.449951171875,0.0
3376-BMGFE,Female,0,False,False,4,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),70.9000015258789,273,1.0
5997-OPVFA,Male,0,True,False,72,True,True,DSL,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),89.05000305175781,6254.4501953125,0.0
3445-HXXGF,Male,1,True,False,58,False,,DSL,False,True,True,False,False,True,Month-to-month,True,Electronic check,45.29999923706055,2651.199951171875,1.0
1159-WFSGR,Female,0,True,True,16,True,False,No,,,,,,,Month-to-month,False,Electronic check,20.39999961853027,321.3999938964844,0.0
7654-YWJUF,Male,0,True,False,43,True,False,Fiber optic,True,False,True,True,False,False,One year,True,Bank transfer (automatic),84.25,3539.25,0.0
1875-QIVME,Female,0,True,False,2,True,True,Fiber optic,False,False,True,True,True,True,Month-to-month,True,Electronic check,104.4000015258789,242.8000030517578,1.0
6727-IOTLZ,Male,0,True,False,14,True,False,DSL,False,True,True,True,True,True,Two year,False,Mailed check,81.94999694824219,1181.75,0.0
0691-JVSYA,Female,0,True,False,53,True,False,Fiber optic,False,False,True,False,True,True,One year,True,Bank transfer (automatic),94.8499984741211,5000.2001953125,1.0
5918-VUKWP,Female,0,False,False,32,True,False,No,,,,,,,One year,False,Bank transfer (automatic),20.54999923706055,654.5499877929688,0.0
1744-JHKYS,Female,0,True,False,34,True,True,No,,,,,,,Month-to-month,False,Electronic check,24.70000076293945,780.2000122070312,0.0
2656-FMOKZ,Female,1,False,False,15,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Mailed check,74.44999694824219,1145.699951171875,1.0
2070-FNEXE,Female,1,False,False,7,True,False,Fiber optic,True,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),76.44999694824219,503.6000061035156,1.0
5947-SGKCL,Female,0,True,True,15,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Bank transfer (automatic),105.3499984741211,1559.25,0.0
3712-PKXZA,Male,0,True,False,61,True,False,No,,,,,,,One year,True,Credit card (automatic),20.54999923706055,1252,0.0
6317-YPKDH,Female,0,False,False,1,False,,DSL,False,True,False,False,False,False,Month-to-month,False,Bank transfer (automatic),29.95000076293945,29.95000076293945,1.0
6582-OIVSP,Female,0,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,45.29999923706055,45.29999923706055,0.0
9367-WXLCH,Male,0,False,False,8,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,False,Bank transfer (automatic),84.5,662.6500244140625,1.0
5524-KHNJP,Male,0,True,True,33,True,False,DSL,True,False,True,False,True,True,One year,False,Credit card (automatic),74.75,2453.300048828125,0.0
1918-ZBFQJ,Female,0,False,False,13,True,False,Fiber optic,False,True,True,False,False,False,Month-to-month,True,Electronic check,79.25,1111.650024414062,1.0
1024-GUALD,Female,0,True,False,1,False,,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,24.79999923706055,24.79999923706055,1.0
4827-USJHP,Male,0,False,False,20,True,False,DSL,False,True,False,False,False,False,Month-to-month,True,Mailed check,51.79999923706055,1023.849975585938,0.0
